,title,address_code,beds,baths,year_built,tenure,property_type,mrt_distance,sqft,price
6913,5 Bed House for Sale in Greenridge,['(D21)'],5,5,1987,Freehold,Corner Terrace,,"4,168","5,866,668"
6914,7 Bed House for Sale in Holland Grove Road,['(D10)'],7,8,,,Bungalow,,"11,000","12,886,888"
6915,4 Bed House for Sale in Grove Avenue,['(D10)'],4,3,,,Terraced House,,"2,549","4,999,688"
6916,3 Bed Condo for Sale in Sant Ritz,['(D13)'],3,2,2017,99,Condo,['(189 m)'],958,"1,525,000"
6917,2 Bed Condo for Sale in Archipelago,['(D16)'],2,2,2016,99,Condo,,"1,033","1,250,000"
6918,HDB Flat for Sale in 236 Bishan Street 22,['(D20)'],4,2,1992,,HDB 5 Rooms,['(1250 m)'],"1,421","888,000"
6919,1 Bed Condo for Sale in The Greenwich,['(D28)'],1,1,2014,99,Condo,['(1379 m)'],603,"699,000"
6920,1 Bed Condo for Sale in Newest,['(D5)'],1,1,2017,95,Condo,['(1290 m)'],571,"888,000"
6921,2 Bed Condo for Sale in Signature Park,['(D21)'],2,2,1998,Freehold,Condo,['(960 m)'],"1,033","1,485,000"
6922,HDB Flat for Sale in 87 Dawson Road,['(D3)'],2,2,2016,99,HDB,['(427 m)'],700,"688,000"
6923,HDB Flat for Sale in 310C Punggol Walk,['(D19)'],3,2,2016,99,HDB,['(205 m)'],990,"500,000"
6924,3 Bed EC for Sale in Provence Residence,['(D27)'],3,2,2026,99,Executive Condo,['(941 m)'],883,"971,500"
6925,HDB Flat for Sale in 362 Clementi Avenue 2,['(D5)'],3,,1978,,HDB 4 Rooms,['(721 m)'],990,"465,000"
6926,1 Bed Condo for Sale in The Clift,['(D1)'],1,1,2011,99,Apartment,['(329 m)'],495,"1,080,000"
6927,HDB Flat for Sale in 30 Jalan Klinik,['(D3)'],2,1,1976,99,HDB,['(223 m)'],624,"345,000"
6928,1 Bed Condo for Sale in Spottiswoode 18,['(D2)'],1,1,2015,Freehold,Condo,['(799 m)'],893,"1,700,000"
6929,HDB Flat for Sale in 160A Punggol Central,['(D19)'],3,2,2004,,HDB 3 Rooms,['(116 m)'],"1,227","550,000"
6930,2 Bed Condo for Sale in 26 Newton,['(D11)'],2,2,2016,Freehold,Condo,['(881 m)'],775,"1,877,801"
6931,4 Bed EC for Sale in Citylife @ Tampines,['(D18)'],4,4,2016,99,Executive Condo,['(1128 m)'],"1,399","1,650,000"
6932,2 Bed Condo for Sale in The Poiz Residences,['(D13)'],2,1,2019,99,Condo,['(131 m)'],527,"988,000"
6933,3 Bed EC for Sale in Twin Fountains,['(D25)'],3,3,2016,99,Executive Condo,,"1,055","960,000"
6934,4 Bed Condo for Sale in The Garden Residences,['(D19)'],4,3,2021,99,Condo,,"1,561","2,411,000"
6935,HDB Flat for Sale in 310C Punggol Walk,['(D19)'],3,2,2016,99,HDB,['(205 m)'],"1,205","688,000"
6936,1 Bed Condo for Sale in Residences @ Jansen,['(D19)'],1,1,2008,99,Condo,['(2199 m)'],614,"750,000"
6937,2 Bed EC for Sale in The Topiary,['(D28)'],2,2,2016,99,Executive Condo,['(939 m)'],753,"868,000"
6938,4 Bed EC for Sale in The Topiary,['(D28)'],4,3,2016,99,Executive Condo,['(939 m)'],"1,292","1,380,000"
6939,1 Bed Condo for Sale in Residences @ Jansen,['(D19)'],1,1,2008,99,Condo,['(2199 m)'],614,"750,000"
6940,1 Bed Condo for Sale in Parc Botannia,['(D28)'],1,1,2021,99,Condo,['(79 m)'],431,"672,888"
6941,2 Bed Condo for Sale in D'hiro @ Hillside,['(D19)'],2,1,2015,99,Condo,,614,"820,000"
6942,4 Bed EC for Sale in Forestville,['(D25)'],4,4,2016,99,Executive Condo,['(1439 m)'],"1,464","1,450,000"
6943,2 Bed Condo for Sale in The Poiz Residences,['(D13)'],2,1,2019,99,Condo,['(131 m)'],527,"988,000"
6944,4 Bed EC for Sale in Heron Bay,['(D19)'],4,3,2015,99,Executive Condo,['(961 m)'],"1,819","1,700,000"
6945,4 Bed EC for Sale in Twin Fountains,['(D25)'],4,3,2016,99,Executive Condo,,"1,206","1,450,000"
6946,1 Bed Condo for Sale in Prestige Point,['(D19)'],1,1,2016,Freehold,Condo,['(1174 m)'],441,"700,000"
6947,5 Bed House for Sale in Springleaf Garden,['(D26)'],5,5,2009,Freehold,,,"2,934","4,980,000"
6948,HDB Flat for Sale in 656C Jurong West Street 61,['(D22)'],3,2,2001,,HDB 5 Rooms,['(353 m)'],"1,205","510,000"
6949,HDB Flat for Sale in 310A Punggol Walk,['(D19)'],3,2,2016,99,HDB,['(309 m)'],"1,205","780,000"
6950,3 Bed House for Sale in Lorong 20 Geylang,['(D14)'],3,2,,,Terraced House,,"1,626","2,680,000"
6951,HDB Flat for Sale in 160A Punggol Central,['(D19)'],3,2,2004,,HDB 5 Rooms,['(116 m)'],"1,227","550,000"
6952,HDB Flat for Sale in 161A Punggol Central,['(D19)'],3,2,2004,,HDB 3 Rooms,['(210 m)'],"1,227","500,000"
6953,HDB Flat for Sale in 318A Anchorvale Link,['(D19)'],3,2,2003,99,HDB,['(400 m)'],"1,181","495,000"
6954,3 Bed Condo for Sale in Amber Park,['(D15)'],3,2,2023,Freehold,Condo,,947,"2,184,570"
6955,2 Bed Condo for Sale in Dairy Farm Residences,['(D23)'],2,1,2024,99,Condo,['(4388 m)'],624,"964,400"
6956,2 Bed Condo for Sale in Ki Residences At Brookvale,['(D21)'],2,2,,99,Condo,,743,"1,259,000"
6957,3 Bed Condo for Sale in Sturdee Residences,['(D8)'],3,2,2020,99,Condo,['(1366 m)'],947,"1,700,000"
6958,1 Bed Condo for Sale in Midwood,['(D23)'],1,1,2024,99,Condo,['(352 m)'],484,"771,000"
6959,HDB Flat for Sale in 331 Jurong East Avenue 1,['(D22)'],3,2,1986,99,HDB,['(1188 m)'],"1,410","600,000"
6960,5 Bed House for Sale in Sunset Way,['(D21)'],5,4,,,Bungalow,,"6,145","9,500,000"
6961,6 Bed House for Sale in Frankel Estate,['(D15)'],6,5,2014,Freehold,Bungalow,['(1391 m)'],"7,440","9,800,000"
6962,HDB Flat for Sale in 19 Dover Crescent,['(D5)'],3,2,1993,99,HDB,['(688 m)'],990,"688,000"
6963,4 Bed House for Sale in Cotswold Villas,['(D13)'],4,5,2011,Freehold,Cluster House,['(854 m)'],"4,306","3,799,999"
6964,3 Bed Condo for Sale in Dairy Farm Residences,['(D23)'],3,1,2024,99,Condo,['(4388 m)'],915,"1,404,700"
6965,2 Bed Condo for Sale in High Park Residences,['(D28)'],2,2,2019,99,Condo,['(170 m)'],710,"940,000"
6966,HDB Flat for Sale in 28B Dover Crescent,['(D5)'],3,2,1976,99,HDB,['(1120 m)'],"1,022","656,000"
6967,HDB Flat for Sale in 27 Dover Crescent,['(D5)'],3,2,1976,99,HDB,['(1167 m)'],"1,431","628,000"
6968,3 Bed Condo for Sale in Marina Bay Suites,['(D1)'],3,3,2013,99,Apartment,['(129 m)'],"1,625","3,500,000"
6969,4 Bed House for Sale in Lily Avenue,['(D10)'],4,4,,,,,"3,200","7,500,000"
6970,2 Bed Condo for Sale in Uber 388,['(D16)'],2,2,2015,Freehold,Condo,,"1,324","1,700,000"
6971,HDB Flat for Sale in 489A Choa Chu Kang Avenue 5,['(D23)'],3,2,2016,99,HDB,['(1800 m)'],"1,216","595,000"
6972,2 Bed Condo for Sale in High Park Residences,['(D28)'],2,,2019,99,Condo,['(170 m)'],678,"838,888"
6973,HDB Flat for Sale in 236 Serangoon Avenue 3,['(D19)'],3,2,1985,,HDB 4 Rooms,['(1402 m)'],904,"500,000"
6974,5 Bed House for Sale in Sunset Way,['(D21)'],5,4,,,Bungalow,,"6,145","9,500,000"
6975,3 Bed Condo for Sale in Peak Residence,['(D11)'],3,2,2024,Freehold,Condo,['(344 m)'],"1,088","2,088,000"
6976,1 Bed Condo for Sale in Stirling Residences,['(D3)'],1,1,2022,99,Condo,['(317 m)'],710,"1,198,000"
6977,4 Bed Condo for Sale in Stirling Residences,['(D3)'],4,2,2022,99,Condo,['(317 m)'],"1,970","3,348,000"
6978,1 Bed Condo for Sale in Irwell Hill Residences,['(D9)'],1,2,2025,99,Condo,['(1540 m)'],398,"1,108,000"
6979,4 Bed Condo for Sale in Peak Residence,['(D11)'],4,2,2024,Freehold,Condo,['(344 m)'],"1,389","3,557,400"
6980,3 Bed Condo for Sale in Peak Residence,['(D11)'],3,2,2024,Freehold,Condo,['(344 m)'],"1,066","2,868,000"
6981,3 Bed Condo for Sale in Irwell Hill Residences,['(D9)'],3,,2025,99,Condo,['(1540 m)'],861,"2,328,000"
6982,4 Bed Condo for Sale in Irwell Hill Residences,['(D9)'],4,3,2025,99,Condo,['(1540 m)'],"1,539","4,029,000"
6983,1 Bed Condo for Sale in Park Colonial,['(D13)'],1,1,2022,99,Condo,['(155 m)'],463,"948,000"
6984,1 Bed Condo for Sale in Stirling Residences,['(D3)'],1,1,2022,99,Condo,['(317 m)'],441,"1,001,000"
6985,3 Bed Condo for Sale in Marina One Residences,['(D1)'],3,2,2018,99,Condo,['(160 m)'],"1,539","3,550,200"
6986,1 Bed Condo for Sale in Marina One Residences,['(D1)'],1,2,2018,99,Condo,['(160 m)'],657,"1,592,000"
6987,3 Bed Condo for Sale in One Bernam,['(D2)'],3,2,2026,99,Condo,['(372 m)'],"1,421","3,300,000"
6988,2 Bed Condo for Sale in One Bernam,['(D2)'],2,1,2026,99,Condo,['(372 m)'],732,"1,600,000"
6989,1 Bed Condo for Sale in One Bernam,['(D2)'],1,1,2026,99,Condo,['(372 m)'],441,"1,000,000"
6990,3 Bed Condo for Sale in Caspian,['(D22)'],3,2,2012,99,Condo,['(321 m)'],"1,280","1,550,000"
6991,2 Bed Condo for Sale in 15 Holland Hill,['(D10)'],2,,2022,Freehold,Condo,['(1091 m)'],"1,291","3,838,950"
6992,3 Bed Condo for Sale in Piermont Grand,['(D19)'],3,2,2023,99,Condo,['(215 m)'],840,"973,560"
6993,4 Bed Condo for Sale in Piermont Grand,['(D19)'],4,2,2023,99,Condo,['(215 m)'],"1,356","1,555,680"
6994,2 Bed Condo for Sale in Sengkang Grand Residences,['(D19)'],2,,2022,99,Condo,['(42 m)'],678,"1,132,000"
6995,2 Bed Condo for Sale in Affinity At Serangoon,['(D19)'],2,,2024,99,Condo,,624,"1,053,000"
6996,6 Bed House for Sale in Parkwood Collection,['(D19)'],6,,2022,99,,['(919 m)'],"4,510","3,618,000"
6997,3 Bed Condo for Sale in Nine Residences,['(D27)'],3,2,2017,99,Condo,['(957 m)'],915,"1,050,000"
6998,3 Bed EC for Sale in Simei Green Condominium,['(D18)'],3,2,1999,99,Executive Condo,['(776 m)'],"1,561","1,200,000"
6999,2 Bed Condo for Sale in North Park Residences,['(D27)'],2,2,2020,99,Condo,['(238 m)'],732,"1,261,000"
7000,2 Bed Condo for Sale in One Meyer,['(D15)'],2,2,2023,Freehold,Condo,['(1114 m)'],614,"1,561,000"
7001,3 Bed Condo for Sale in Ola,['(D19)'],3,2,2024,99,Condo,['(177 m)'],947,"1,037,000"
7002,2 Bed Condo for Sale in Kent Ridge Hill Residences,['(D5)'],2,2,2024,99,Condo,['(987 m)'],786,"1,353,000"
7003,2 Bed Condo for Sale in Stirling Residences,['(D3)'],2,1,2022,99,Condo,['(317 m)'],635,"1,361,000"
7004,3 Bed Condo for Sale in The Iveria,['(D9)'],3,2,2023,Freehold,Condo,['(524 m)'],904,"2,286,000"
7005,1 Bed Condo for Sale in Parc Clematis,['(D5)'],1,1,2023,99,Condo,['(1010 m)'],506,"878,000"
7006,1 Bed Condo for Sale in Midtown Modern,['(D7)'],1,1,2025,99,Condo,['(227 m)'],409,"1,478,000"
7007,1 Bed Condo for Sale in The M,['(D7)'],1,1,2024,99,Condo,['(339 m)'],527,"1,433,000"
7008,2 Bed Condo for Sale in Jervois Prive,['(D10)'],2,2,2023,Freehold,Condo,['(931 m)'],689,"2,034,000"
7009,3 Bed Condo for Sale in Normanton Park,['(D5)'],3,2,1862,99,Condo,,947,"1,571,900"
7010,4 Bed Condo for Sale in Eight Riversuites,['(D12)'],4,4,2016,99,Condo,['(358 m)'],"1,356","2,180,000"
7011,3 Bed Condo for Sale in Lagoon View,['(D15)'],3,3,1977,99,HDB,,"1,647","1,850,000"
7012,3 Bed Condo for Sale in Ascent @ 456,['(D12)'],3,2,2017,Freehold,Apartment,['(2874 m)'],689,"1,120,000"
7013,2 Bed Condo for Sale in Sunshine Loft,['(D15)'],2,2,2005,Freehold,Condo,,721,"1,050,000"
7014,3 Bed Condo for Sale in Normanton Park,['(D5)'],3,2,1862,99,Condo,,969,"1,653,300"
7015,Studio Condo for Sale in The Interweave,['(D12)'],Studio,1,2015,Freehold,Condo,,388,"629,000"
7016,2 Bed Condo for Sale in Sixteen35 Residences,['(D14)'],2,2,2023,99,Condo,['(754 m)'],689,"1,290,000"
7017,3 Bed House for Sale in Serangoon Garden Estate,['(D19)'],3,2,,,Bungalow,,"4,700","4,850,000"
7018,2 Bed Condo for Sale in Maysprings,['(D23)'],2,2,1998,99,Condo,['(157 m)'],915,"848,000"
7019,2 Bed Condo for Sale in Hillview Regency,['(D23)'],2,2,2005,99,Condo,,"1,119","930,000"
7020,HDB Flat for Sale in 91 Tanglin Halt Road,['(D3)'],3,2,2008,99,HDB,['(241 m)'],"1,184","960,000"
7021,3 Bed EC for Sale in The Tampines Trilliant,['(D18)'],3,2,2015,99,Executive Condo,['(1578 m)'],872,"1,082,000"
7022,3 Bed EC for Sale in The Tampines Trilliant,['(D18)'],3,2,2015,99,Executive Condo,['(1578 m)'],872,"1,082,000"
7023,3 Bed Condo for Sale in Verdale,['(D21)'],3,3,,99,Condo,['(1070 m)'],"1,001","1,685,200"
7024,3 Bed Condo for Sale in Verdale,['(D21)'],3,2,,99,Condo,['(1070 m)'],947,"1,571,900"
7025,2 Bed Condo for Sale in Verdale,['(D21)'],2,2,,99,Condo,['(1070 m)'],732,"1,226,600"
7026,2 Bed Condo for Sale in Verdale,['(D21)'],2,,,99,Condo,['(1070 m)'],614,"1,062,700"
7027,1 Bed Condo for Sale in Verdale,['(D21)'],1,,,99,Condo,['(1070 m)'],560,"964,000"
7028,1 Bed Condo for Sale in Verdale,['(D21)'],1,1,,99,Condo,['(1070 m)'],463,"826,800"
7029,4 Bed Condo for Sale in The Oceanfront @ Sentosa Cove,['(D4)'],4,5,2010,99,Condo,,"5,985","14,000,000"
7030,4 Bed Condo for Sale in The Oliv,['(D10)'],4,4,2013,Freehold,Condo,['(1547 m)'],"3,337","10,700,000"
7031,3 Bed Condo for Sale in Sea Esta,['(D18)'],3,2,2016,99,Condo,,980,"1,180,000"
7032,3 Bed Condo for Sale in Hillview Park,['(D23)'],3,3,1995,Freehold,Condo,['(318 m)'],"1,432","1,650,000"
7033,4 Bed Condo for Sale in The Stellar,['(D5)'],4,3,2008,Freehold,Condo,,"1,679","1,950,000"
7034,5 Bed House for Sale in Lim Tai See Walk,['(D10)'],5,4,,,,,"2,380","5,700,000"
7035,3 Bed Condo for Sale in Onerobey,['(D19)'],3,2,2016,99,Condo,['(2320 m)'],"1,206","1,550,000"
7036,2 Bed Condo for Sale in Le Regal,['(D14)'],2,2,2016,Freehold,Apartment,['(638 m)'],689,"780,000"
7037,HDB Flat for Sale in 5 Everton Park,['(D2)'],3,2,1980,99,HDB,['(848 m)'],"1,302","649,000"
7038,2 Bed Condo for Sale in Treasure at Tampines,['(D18)'],2,1,2023,99,Condo,['(924 m)'],592,"912,000"
7039,2 Bed Condo for Sale in Grandeur Park Residences,['(D16)'],2,2,2020,99,Condo,['(208 m)'],667,"1,200,000"
7040,2 Bed Condo for Sale in Seletar Springs Condominium,['(D28)'],2,2,2001,99,Condo,['(496 m)'],"1,270","990,000"
7041,3 Bed Condo for Sale in Echelon,['(D3)'],3,2,2016,99,Condo,['(186 m)'],"1,475","2,600,000"
7042,2 Bed Condo for Sale in Principal Garden,['(D3)'],2,2,2019,99,Condo,['(741 m)'],807,"1,599,000"
7043,1 Bed Condo for Sale in Eco,['(D16)'],1,1,2017,99,Condo,['(429 m)'],710,"860,000"
7044,2 Bed Condo for Sale in Sky Vue,['(D20)'],2,2,2016,99,Condo,['(352 m)'],678,"1,200,000"
7045,2 Bed Condo for Sale in Stratum,['(D18)'],2,2,2016,99,Condo,,764,"850,000"
7046,2 Bed Condo for Sale in Marina Bay Residences,['(D1)'],2,2,2010,99,Condo,['(289 m)'],"1,066","2,350,000"
7047,1 Bed Condo for Sale in Principal Garden,['(D3)'],1,1,2019,99,Condo,['(741 m)'],485,"899,000"
7048,2 Bed Condo for Sale in Waterfront @ Faber,['(D5)'],2,2,2018,99,Condo,,764,"1,100,000"
7049,3 Bed Condo for Sale in Midtown Modern,['(D7)'],3,,2025,99,Condo,['(227 m)'],915,"2,200,000"
7050,3 Bed Condo for Sale in Amber Skye,['(D15)'],3,3,2017,Freehold,Condo,,"1,216","2,230,000"
7051,2 Bed Condo for Sale in Mooi Residences,['(D10)'],2,,2023,Freehold,Condo,['(241 m)'],592,"1,386,888"
7052,4 Bed Condo for Sale in Costa Rhu,['(D15)'],4,,1998,99,Condo,['(519 m)'],"2,056","2,775,600"
7053,3 Bed Condo for Sale in Mooi Residences,['(D10)'],3,,2023,Freehold,Condo,['(241 m)'],850,"2,173,888"
7054,3 Bed Condo for Sale in Leedon Green,['(D10)'],3,3,2023,Freehold,Condo,['(1045 m)'],958,"2,416,000"
7055,2 Bed Condo for Sale in Royalgreen,['(D10)'],2,,2025,Freehold,Condo,['(342 m)'],635,"1,605,000"
7056,3 Bed Condo for Sale in Fourth Avenue Residences,['(D10)'],3,,2022,99,Condo,['(71 m)'],947,"2,060,000"
7057,2 Bed Condo for Sale in Verticus,['(D12)'],2,,2024,Freehold,Condo,['(3238 m)'],775,"1,461,112"
7058,3 Bed Condo for Sale in The Makena,['(D15)'],3,,1998,Freehold,Condo,,"1,507","2,700,000"
7059,4 Bed Condo for Sale in St. Patrick's Residences,['(D15)'],4,,2013,Freehold,Condo,,"2,562","3,988,000"
7060,5 Bed Condo for Sale in Sims Residences,['(D14)'],5,2,2002,99,Condo,['(356 m)'],"1,185","1,200,000"
7061,1 Bed Condo for Sale in Kingsford . Hillview Peak,['(D23)'],1,1,2016,99,Condo,['(445 m)'],517,"768,000"
7062,9 Bed House for Sale in Gilstead Road,['(D11)'],9,,,,Bungalow,,"20,076","33,800,000"
7063,3 Bed Condo for Sale in Stratum,['(D18)'],3,,2016,99,Condo,,"1,402","1,399,999"
7064,3 Bed Condo for Sale in La Fiesta,['(D19)'],3,,2017,99,Condo,['(196 m)'],"1,001","1,338,888"
7065,HDB Flat for Sale in 173 Lorong 1 Toa Payoh,['(D12)'],2,,1972,99,HDB,['(1154 m)'],710,"318,000"
7066,2 Bed Condo for Sale in Archipelago,['(D16)'],2,2,2016,99,Condo,,829,"1,185,000"
7067,5 Bed House for Sale in Hillview Garden Estate,['(D23)'],5,3,,Freehold,,['(1120 m)'],"2,150","5,000,000"
7068,3 Bed Condo for Sale in Robin Residences,['(D10)'],3,2,2016,Freehold,Condo,['(322 m)'],"1,324","3,323,000"
7069,Studio Condo for Sale in Irwell Hill Residences,['(D9)'],Studio,1,2025,99,Condo,['(1540 m)'],398,"1,108,000"
7070,Studio Condo for Sale in Irwell Hill Residences,['(D9)'],Studio,1,2025,99,Condo,['(1540 m)'],398,"1,108,000"
7071,4 Bed House for Sale in Kingsville,['(D10)'],4,5,1999,10,,['(252 m)'],"2,422","3,700,000"
7072,1 Bed Condo for Sale in Irwell Hill Residences,['(D9)'],1,1,2025,99,Condo,['(1540 m)'],495,"1,368,000"
7073,2 Bed Condo for Sale in Irwell Hill Residences,['(D9)'],2,1,2025,99,Condo,['(1540 m)'],614,"1,588,000"
7074,3 Bed Condo for Sale in Irwell Hill Residences,['(D9)'],3,2,2025,99,Condo,['(1540 m)'],"1,270","3,144,000"
7075,3 Bed Condo for Sale in Riviere,['(D3)'],3,2,2023,99,Condo,,"1,141","2,808,000"
7076,4 Bed Condo for Sale in Ki Residences At Brookvale,['(D21)'],4,3,,99,Condo,,"1,249","2,240,000"
7077,2 Bed Condo for Sale in Mackenzie 88,['(D9)'],2,2,2009,Freehold,Condo,['(251 m)'],850,"1,550,000"
7078,3 Bed Condo for Sale in Riveria Gardens,['(D9)'],3,3,2010,Freehold,Condo,['(529 m)'],"1,432","3,390,000"
7079,4 Bed Condo for Sale in Irwell Hill Residences,['(D9)'],4,4,2025,99,Condo,['(1540 m)'],"1,539","4,029,000"
7080,3 Bed Condo for Sale in Irwell Hill Residences,['(D9)'],3,2,2025,99,Condo,['(1540 m)'],861,"2,344,000"
7081,2 Bed Condo for Sale in Riverside Melodies,['(D12)'],2,2,2014,Freehold,Apartment,['(1183 m)'],"1,076","1,550,000"
7082,2 Bed Condo for Sale in Irwell Hill Residences,['(D9)'],2,2,2025,99,Condo,['(1540 m)'],657,"1,798,000"
7083,4 Bed Condo for Sale in Rymden 77,['(D15)'],4,3,2022,Freehold,Condo,['(497 m)'],"1,184","1,998,000"
7084,3 Bed Condo for Sale in One-North Eden,['(D5)'],3,2,2025,99,Condo,['(460 m)'],"1,119","2,157,000"
7085,7 Bed House for Sale in Lornie Road,['(D11)'],7,6,,,Bungalow,,"10,067","16,200,000"
7086,1 Bed Condo for Sale in Starlight Suites,['(D9)'],1,1,2015,Freehold,Condo,['(724 m)'],560,"1,339,000"
7087,HDB Flat for Sale in 61B Strathmore Avenue,['(D3)'],3,2,2011,99,HDB,['(1044 m)'],"1,033","840,000"
7088,2 Bed Condo for Sale in Normanton Park,['(D5)'],2,1,1862,99,Condo,,667,"1,183,258"
7089,5 Bed House for Sale in Barker Road,['(D11)'],5,5,,,,,"5,100","8,100,000"
7090,4 Bed Condo for Sale in The Lilium,['(D19)'],4,4,2022,Freehold,Condo,['(354 m)'],"1,356","2,805,800"
7091,5 Bed House for Sale in 1B Asimont Lane,['(D11)'],5,5,,Freehold,,['(1190 m)'],"4,550","7,800,000"
7092,2 Bed Condo for Sale in Penrose,['(D14)'],2,2,2024,99,Condo,['(452 m)'],797,"1,419,000"
7093,3 Bed Condo for Sale in The Vales,['(D19)'],3,2,2018,99,Condo,['(72 m)'],915,"980,000"
7094,5 Bed House for Sale in The Whitley Residences,['(D11)'],5,5,2017,Freehold,Cluster House,['(1220 m)'],"5,769","4,850,000"
7095,5 Bed Condo for Sale in Normanton Park,['(D5)'],5,4,1862,99,Condo,,"1,615","2,777,800"
7096,3 Bed Condo for Sale in Leedon Green,['(D10)'],3,3,2023,Freehold,Condo,['(1045 m)'],"1,356","3,552,000"
7097,4 Bed Condo for Sale in One-North Eden,['(D5)'],4,3,2025,99,Condo,['(460 m)'],"1,259","2,266,000"
7098,3 Bed Condo for Sale in The Trilinq,['(D5)'],3,2,2017,99,Condo,['(624 m)'],936,"1,460,000"
7099,1 Bed Condo for Sale in The Arris,['(D2)'],1,1,2003,Freehold,Apartment,['(474 m)'],699,"1,610,000"
7100,2 Bed Condo for Sale in Sophia Hills,['(D9)'],2,2,2018,99,Condo,['(306 m)'],710,"1,499,999"
7101,5 Bed House for Sale in Dunearn Estate,['(D11)'],5,5,1990,Freehold,Bungalow,['(935 m)'],"6,200","14,720,000"
7102,3 Bed Condo for Sale in Riviere,['(D3)'],3,2,2023,99,Condo,,"1,141","2,917,140"
7103,3 Bed Condo for Sale in Penrose,['(D14)'],3,2,2024,99,Condo,['(452 m)'],969,"1,611,000"
7104,2 Bed Condo for Sale in The Lilium,['(D19)'],2,2,2022,Freehold,Condo,['(354 m)'],710,"1,495,800"
7105,3 Bed Condo for Sale in Penrose,['(D14)'],3,2,2024,99,Condo,['(452 m)'],969,"1,611,000"
7106,2 Bed Condo for Sale in The Lilium,['(D19)'],2,2,2022,Freehold,Condo,['(354 m)'],710,"1,495,800"
7107,HDB Flat for Sale in 663A Punggol Drive,['(D19)'],3,2,2016,99,HDB,['(121 m)'],968,"460,000"
7108,1 Bed Condo for Sale in The Clift,['(D1)'],1,1,2011,99,Apartment,['(329 m)'],495,"1,080,000"
7109,2 Bed Condo for Sale in Waterfront @ Faber,['(D5)'],2,1,2018,99,Condo,,721,"980,000"
7110,HDB Flat for Sale in 506C Yishun Avenue 4,['(D27)'],3,2,,99,HDB,['(1246 m)'],"1,001","490,000"
7111,3 Bed Condo for Sale in Lakeville,['(D22)'],3,3,2018,99,Condo,['(725 m)'],"1,141","1,749,000"
7112,1 Bed Condo for Sale in Treasures @ G19,['(D14)'],1,1,2015,Freehold,Condo,['(616 m)'],388,"565,000"
7113,1 Bed Condo for Sale in Coastline Residences,['(D15)'],1,,2022,Freehold,Condo,,452,"1,063,000"
7114,1 Bed Condo for Sale in Normanton Park,['(D5)'],1,1,1862,99,Condo,,484,"768,000"
7115,2 Bed Condo for Sale in The Crest,['(D3)'],2,,2018,99,Condo,['(497 m)'],840,"1,693,000"
7116,1 Bed Condo for Sale in Bartley Residences,['(D19)'],1,1,2015,99,Condo,['(144 m)'],463,"738,000"
7117,2 Bed Condo for Sale in The Gazania,['(D19)'],2,1,2022,Freehold,Condo,['(311 m)'],635,"1,443,000"
7118,1 Bed Condo for Sale in Residence Twenty-Two,['(D15)'],1,1,2021,Freehold,Condo,,495,"888,278"
7119,1 Bed Condo for Sale in Kingsford Waterbay,['(D19)'],1,1,2018,99,Condo,,484,"680,000"
7120,2 Bed Condo for Sale in Normanton Park,['(D5)'],2,,1862,99,Condo,,635,"969,000"
7121,3 Bed Condo for Sale in The Gazania,['(D19)'],3,2,2022,Freehold,Condo,['(311 m)'],850,"1,842,000"
7122,5 Bed House for Sale in Loyang Villas,['(D17)'],5,5,1996,99,Terraced House,,"2,034","1,850,000"
7123,1 Bed Condo for Sale in Aspen Linq,['(D9)'],1,,2014,99,Condo,['(1262 m)'],409,"805,000"
7124,2 Bed Condo for Sale in Affinity At Serangoon,['(D19)'],2,,2024,99,Condo,,624,"1,053,000"
7125,2 Bed Condo for Sale in Coastline Residences,['(D15)'],2,2,2022,Freehold,Condo,,710,"1,613,000"
7126,1 Bed Condo for Sale in Amber Park,['(D15)'],1,1,2023,Freehold,Condo,,463,"1,092,800"
7127,1 Bed Condo for Sale in The Gale,['(D17)'],1,1,2014,Freehold,Condo,,689,"855,000"
7128,1 Bed Condo for Sale in The Peak,['(D5)'],1,1,1988,Freehold,Condo,['(497 m)'],624,"35,000,000"
7129,3 Bed Condo for Sale in Skies Miltonia,['(D27)'],3,4,2016,99,Condo,,"2,551","2,550,000"
7130,2 Bed Condo for Sale in Casa Cambio,['(D19)'],2,,2015,Freehold,Condo,['(798 m)'],646,"998,000"
7131,1 Bed Condo for Sale in Avenue South Residence,['(D3)'],1,,2023,99,Condo,,527,"1,098,000"
7132,1 Bed Condo for Sale in Riverfront Residences,['(D19)'],1,1,2024,99,Condo,['(1139 m)'],517,"730,000"
7133,1 Bed Condo for Sale in Penrose,['(D14)'],1,,2024,99,Condo,['(452 m)'],474,"780,000"
7134,2 Bed Condo for Sale in Parc Clematis,['(D5)'],2,,2023,99,Condo,['(1010 m)'],689,"1,173,000"
7135,3 Bed Condo for Sale in Riverfront Residences,['(D19)'],3,2,2024,99,Condo,['(1139 m)'],"1,066","1,290,000"
7136,2 Bed Condo for Sale in Fyve Derbyshire,['(D11)'],2,1,2022,Freehold,Condo,['(466 m)'],560,"1,384,000"
7137,1 Bed Condo for Sale in JadeScape,['(D20)'],1,1,2023,99,Condo,['(365 m)'],527,"955,000"
7138,5 Bed Condo for Sale in Skypark Residences,['(D27)'],5,4,2016,99,Condo,['(821 m)'],"1,711","1,680,000"
7139,2 Bed Condo for Sale in One Meyer,['(D15)'],2,2,2023,Freehold,Condo,['(1114 m)'],614,"1,547,000"
